start_date,end_date,centroid_date,highest_temperature_k,duration_days,nerc_id,spatial_coverage
1980-06-18,1980-06-20,1980-06-19,311.206542553191,3,NERC,54.7872340425532
1980-06-18,1980-06-19,1980-06-18,307.402272727273,2,NERC,50.0
1980-06-24,1980-06-30,1980-06-28,309.355227272727,7,NERC,72.7272727272727
1980-06-24,1980-07-04,1980-06-27,315.248563829787,11,NERC,87.7659574468085
1980-06-24,1980-06-26,1980-06-24,301.260983606557,3,NERC,80.327868852459
1980-06-25,1980-06-29,1980-06-27,313.386125,5,NERC,90.9375
1980-06-25,1980-06-27,1980-06-26,304.465930232558,3,NERC,58.1395348837209
1980-06-25,1980-06-26,1980-06-25,301.739552238806,2,NERC,67.1641791044776
1980-06-25,1980-06-26,1980-06-26,305.509156118143,2,NERC,60.9704641350211
1980-06-26,1980-06-29,1980-06-27,308.676790123457,4,NERC,67.283950617284
1980-06-26,1980-06-28,1980-06-27,307.554161073826,3,NERC,98.6577181208054
1980-06-28,1980-06-29,1980-06-28,306.61805785124,2,NERC,45.8677685950413
1980-06-28,1980-06-29,1980-06-28,306.722832618026,2,NERC,75.9656652360515
1980-07-01,1980-07-19,1980-07-16,311.813580246914,19,NERC,100.0
1980-07-01,1980-07-20,1980-07-17,313.12015625,20,NERC,100.0
1980-07-02,1980-07-21,1980-07-16,310.038429752066,20,NERC,99.5867768595041
1980-07-03,1980-07-17,1980-07-13,311.097479338843,15,NERC,98.3471074380165
1980-07-04,1980-07-06,1980-07-04,308.323181818182,3,NERC,65.9090909090909
1980-07-04,1980-07-21,1980-07-15,311.70610738255,18,NERC,100.0
1980-07-05,1980-07-06,1980-07-05,306.072618025751,2,NERC,59.2274678111588
1980-07-05,1980-07-07,1980-07-06,304.696627906977,3,NERC,63.953488372093
1980-07-06,1980-07-08,1980-07-06,307.317192982456,3,NERC,87.719298245614
1980-07-07,1980-07-19,1980-07-17,313.414414893617,13,NERC,80.3191489361702
1980-07-09,1980-07-12,1980-07-10,307.755681818182,4,NERC,56.8181818181818
1980-07-09,1980-07-12,1980-07-10,303.411627906977,4,NERC,62.7906976744186
1980-07-09,1980-07-13,1980-07-12,306.787038626609,5,NERC,71.6738197424893
1980-07-09,1980-07-18,1980-07-11,308.639767932489,10,NERC,92.8270042194093
1980-07-10,1980-07-16,1980-07-14,308.854561403509,7,NERC,100.0
1980-07-15,1980-07-20,1980-07-18,308.923863636364,6,NERC,72.7272727272727
1980-07-15,1980-07-17,1980-07-16,305.998511904762,3,NERC,89.484126984127
1980-07-15,1980-07-17,1980-07-16,301.638805970149,3,NERC,68.6567164179105
1980-07-16,1980-07-22,1980-07-17,308.875965665236,7,NERC,94.8497854077253
1980-07-16,1980-07-17,1980-07-16,301.765409836066,2,NERC,70.4918032786885
1980-07-17,1980-07-18,1980-07-17,304.198488372093,2,NERC,54.6511627906977
1980-07-19,1980-07-21,1980-07-20,305.601746031746,3,NERC,88.2936507936508
1980-07-20,1980-07-22,1980-07-21,303.869180327869,3,NERC,80.327868852459
1980-07-20,1980-07-23,1980-07-20,302.20776119403,4,NERC,71.6417910447761
1980-07-21,1980-07-23,1980-07-22,305.171911111111,3,NERC,75.1111111111111
1980-07-22,1980-08-02,1980-07-25,309.197407407407,12,NERC,87.037037037037
1980-07-25,1980-07-28,1980-07-26,308.179545454545,4,NERC,52.2727272727273
1980-07-26,1980-07-27,1980-07-26,311.036861702128,2,NERC,51.5957446808511
1980-07-26,1980-07-29,1980-07-28,303.592888888889,4,NERC,61.3333333333333
1980-07-28,1980-07-30,1980-07-29,305.149651162791,3,NERC,59.3023255813954
1980-07-29,1980-08-03,1980-07-30,313.30146875,6,NERC,90.625
1980-07-29,1980-07-31,1980-07-30,311.432340425532,3,NERC,50.531914893617
1980-07-29,1980-08-01,1980-07-30,307.513438818565,4,NERC,58.6497890295359
